Month,TotalSales,PredictedLabel,Score,PValue
"1-Jan","271","0","271","0.5"
"2-Jan","150.9","0","150.89999389648438","1E-08"
"3-Jan","188.1","0","188.10000610351562","0.40795760763126077"
"4-Jan","124.3","0","124.30000305175781","0.13390435915978927"
"5-Jan","185.3","0","185.3000030517578","0.4654141385736526"
"6-Jan","173.5","0","173.5","0.4660282629964926"
"7-Jan","236.8","0","236.8000030517578","0.19351773269538913"
"8-Jan","229.5","0","229.5","0.27146866404786407"
"9-Jan","197.8","1","197.8000030517578","0.4768083126949208"
"10-Jan","127.9","1","127.9000015258789","0.13341382191576723"
"11-Jan","341.5","1","341.5","0.0004818949760276303"
"12-Jan","190.9","1","190.89999389648438","0.48095245359452843"
"1-Feb","199.3","1","199.3000030517578","0.48056179728036447"
"2-Feb","154.5","1","154.5","0.24223709377433444"
"3-Feb","215.1","1","215.10000610351562","0.42119478796739657"
"4-Feb","278.3","1","278.29998779296875","0.18501173316280567"
"5-Feb","196.4","1","196.39999389648438","0.43345943369559525"
"6-Feb","292","1","292","0.17141470791529878"
"7-Feb","231","1","231","0.44507679719129"
"8-Feb","308.6","1","308.6000061035156","0.1773071165428332"
"9-Feb","294.9","1","294.8999938964844","0.18590876329637973"
"10-Feb","426.6","1","426.6000061035156","0.002381794271555604"
"11-Feb","269.5","1","269.5","0.4714169776042887"
"12-Feb","347.3","1","347.29998779296875","0.20812610171857654"
"1-Mar","344.7","1","344.70001220703125","0.2683013413161301"
"2-Mar","445.4","1","445.3999938964844","0.06022572360682976"
"3-Mar","320.9","1","320.8999938964844","0.48646225235300156"
"4-Mar","444.3","1","444.29998779296875","0.12173186445680262"
"5-Mar","406.3","1","406.29998779296875","0.29172024825201"
"6-Mar","442.4","1","442.3999938964844","0.2079515433666343"
"7-Mar","580.5","1","580.5","0.004938125683098593"
"8-Mar","412.6","1","412.6000061035156","0.4451006542479525"
"9-Mar","687","1","687","0.008300316716731926"
"10-Mar","480.3","1","480.29998779296875","0.3982850169501479"
"11-Mar","586.3","1","586.2999877929688","0.19814101119867622"
"12-Mar","651.9","1","651.9000244140625","0.14186927137667793"
