Timestamp,PhoneCalls,IsAnomaly,AnomalyScore,Magnitude,ExpectedValue,BoundaryUnits,UpperBoundary,LowerBoundary
"2018/9/3","136.69670857","0","0","0.5160353428055512","135.260426523179","32.91479690631411","156.32589654322004","114.19495650313799"
"2018/9/4","35.74160571","0","0","0.12741607479155748","37.17788775682098","32.91479690631411","58.243357776862005","16.112417736779953"
"2018/9/5","34.11781143","0","0","0.1344729286280544","35.56046630285735","33.06084083631411","56.719404438098366","14.401528167616334"
"2018/9/6","33.53363571","0","0","0.10826442525689514","34.98266340889371","33.206884766314104","56.23506965933472","13.730257158452694"
"2018/9/7","29.19957714","0","0","0.0855612361181122","30.64223201285734","33.06084083631411","51.801170148098365","9.483293877616319"
"2018/9/8","5.18315","0","0","0.06646723374471507","6.6194320468209815","32.91479690631411","27.684902066862","-14.446037973220037"
"2018/9/9","5.324905714","0","0","0.05364057868891925","6.171850110190526","32.91479690631411","27.237320130231545","-14.893619909850493"
"2018/9/10","36.69670857","0","0","0.6291748808985481","38.132990616820976","32.91479690631411","59.198460636861995","17.067520596779957"
"2018/9/11","35.74160571","0","0","0.06569987512871461","34.305323663179024","32.91479690631411","55.37079368322004","13.239853643138005"
"2018/9/12","34.11781143","0","0","0.04604562802144609","32.681529383179026","32.91479690631411","53.746999403220045","11.616059363138007"
"2018/9/13","33.53363571","0","0","0.02015860119487768","32.43970115997767","33.06084083631411","53.59863929521869","11.280763024736657"
"2018/9/14","29.19957714","0","0","0.0012617845898457083","29.66258735936707","32.91479690631411","50.728057379408085","8.597117339326054"
"2018/9/15","5.18315","0","0","0.019788350005271883","6.6194320468209815","32.91479690631411","27.684902066862","-14.446037973220037"
"2018/9/16","5.324905714","0","0","0.04619186666194729","6.742759353089539","32.91479690631411","27.80822937313056","-14.32271066695148"
"2018/9/17","36.69670857","0","0","0.39555046181287","38.132990616820976","32.91479690631411","59.198460636861995","17.067520596779957"
