Timestamp,PhoneCalls,IsAnomaly,AnomalyScore,Magnitude,ExpectedValue,BoundaryUnits,UpperBoundary,LowerBoundary
"2018/9/3","36.69670857","0","0","0.06770455130062984","36.89162912387851","32.91996804756945","57.96040867432295","15.82284957343407"
"2018/9/4","35.74160571","0","0","0.010362783728648484","35.70274479359502","32.91996804756945","56.77152434403946","14.633965243150584"
"2018/9/5","34.11781143","0","0","0.020578296626958627","34.12144383390006","33.066011977569445","55.283691499544496","12.959196168255623"
"2018/9/6","33.53363571","0","0","0.024875823391630542","33.48153207145879","33.21205590756945","54.73724785230323","12.225816290614347"
"2018/9/7","29.19957714","0","0","0.023061136261927965","28.964247280384555","33.066011977569445","50.12649494602899","7.801999614740119"
"2018/9/8","5.18315","0","0","0.023417381094432983","5.193929511571464","32.91996804756945","26.2627090620159","-15.874850038872971"
"2018/9/9","5.324905714","0","0","0.02453602616134942","5.277982208195748","32.91996804756945","26.346761758640184","-15.790797342248688"
"2018/9/10","36.69670857","0","0","0.03471537754883981","36.7440750524321","32.91996804756945","57.81285460287654","15.675295501987662"
"2018/9/11","35.74160571","0","0","0.0628233584871536","35.7715058524817","32.91996804756945","56.84028540292614","14.702726302037263"
"2018/9/12","34.11781143","0","0","0.01164287132686238","34.170506126177195","32.91996804756945","55.239285676621634","13.101726575732755"
"2018/9/13","33.53363571","0","0","0.008110399434006916","33.56275123364394","33.066011977569445","54.72499889928837","12.4005035679995"
"2018/9/14","29.19957714","0","0","0.0067535489353317294","29.109028273799627","32.91996804756945","50.17780782424406","8.040248723355191"
"2018/9/15","5.18315","0","0","0.007603861361648655","5.195868597903018","32.91996804756945","26.264648148347455","-15.872910952541417"
"2018/9/16","5.324905714","0","0","0.008867294778956416","5.283653239327833","32.91996804756945","26.35243278977227","-15.785126311116603"
"2018/9/17","36.69670857","0","0","0.009742479893949349","36.49518959710182","32.91996804756945","57.56396914754626","15.42641004665738"
"2018/9/18","35.74160571","0","0","0.02433693082602961","35.779773725509216","32.91996804756945","56.84855327595365","14.710994175064783"
"2018/9/19","34.11781143","0","0","0.007668357185690536","34.23796134680223","32.91996804756945","55.30674089724667","13.16918179635779"
"2018/9/20","33.53363571","0","0","0.006990029584260836","33.59097836152067","32.91996804756945","54.6597579119651","12.522198811076237"
"2018/9/21","29.19957714","0","0","0.00863598700956446","29.211164512041652","32.91996804756945","50.27994406248609","8.142384961597216"
"2018/9/22","5.18315","0","0","0.006715287642026759","5.177147782505524","32.91996804756945","26.24592733294996","-15.891631767938911"
