Timestamp,PhoneCalls,IsAnomaly,AnomalyScore,Magnitude,ExpectedValue,BoundaryUnits,UpperBoundary,LowerBoundary
"2018/9/3","36.69670857","0","0","0.06398987991924733","36.870764258535814","32.88549412123288","57.91748049612485","15.824048020946776"
"2018/9/4","35.74160571","0","0","0.046253936126445884","35.68805102808974","32.88549412123288","56.73476726567877","14.641334790500707"
"2018/9/5","34.11781143","0","0","0.022971116723203754","34.10043406195376","33.031538051232886","55.2406184147428","12.960249709164728"
"2018/9/6","33.53363571","0","0","0.02368894935257627","33.53249325691502","33.17758198123288","54.76614572490405","12.298840788925986"
"2018/9/7","29.19957714","0","0","0.02574402514088748","29.041842253736508","33.031538051232886","50.18202660652554","7.901657900947477"
"2018/9/8","5.18315","0","0","0.029409925443407252","5.1834626329170765","32.88549412123288","26.230178870506112","-15.863253604671957"
"2018/9/9","5.324905714","0","0","0.025385438035886353","5.319161382369476","32.88549412123288","26.36587761995851","-15.727554855219559"
"2018/9/10","36.69670857","0","0","0.03283084903244849","36.70426810898624","32.88549412123288","57.75098434657528","15.657551871397203"
"2018/9/11","35.74160571","0","0","0.0651200186632572","35.74306889160723","32.88549412123288","56.78978512919626","14.696352654018199"
"2018/9/12","34.11781143","0","0","0.008631867368632284","34.14755611356577","32.88549412123288","55.19427235115481","13.100839875976732"
"2018/9/13","33.53363571","0","0","0.008092984911169724","33.577687591568115","33.031538051232886","54.71787194435715","12.43750323877908"
"2018/9/14","29.19957714","0","0","0.003627410983011969","29.139635126293793","32.88549412123288","50.18635136388283","8.092918888704759"
"2018/9/15","5.18315","0","0","0.0025368961343979375","5.18429827747338","32.88549412123288","26.231014515062416","-15.862417960115653"
"2018/9/16","5.324905714","0","0","0.00665171098754639","5.29836468589464","32.88549412123288","26.345080923483675","-15.748351551694395"
"2018/9/17","36.69670857","0","0","0.006881013745664309","36.46605127058816","32.88549412123288","57.51276750817719","15.419335032999129"
"2018/9/18","35.74160571","0","0","0.01610941888111686","35.7670843205371","32.88549412123288","56.81380055812613","14.72036808294807"
"2018/9/19","34.11781143","0","0","0.006759061579721629","34.1807002963844","32.88549412123288","55.22741653397344","13.133984058795363"
"2018/9/20","33.53363571","0","0","0.0037147942736914497","33.61114438553467","32.88549412123288","54.65786062312371","12.564428147945634"
"2018/9/21","29.19957714","0","0","0.004963089106509159","29.228942070371286","32.88549412123288","50.27565830796032","8.182225832782251"
"2018/9/22","5.18315","0","0","0.00426836774628522","5.1684291261820645","32.88549412123288","26.2151453637711","-15.87828711140697"
"2018/9/23","5.324905714","0","0","0.004509992286440581","5.261759310692629","32.88549412123288","26.308475548281663","-15.784956926896406"
"2018/9/24","36.69670857","0","0","0.0060494440068376495","36.24538380551694","32.88549412123288","57.292100043105975","15.198667567927899"
"2018/9/25","35.74160571","0","0","0.004745044337153776","35.787905836751975","32.88549412123288","56.83462207434101","14.741189599162936"
"2018/9/26","34.11781143","0","0","0.002754314760990749","34.168266574836984","32.88549412123288","55.214982812426015","13.121550337247953"
"2018/9/27","33.53363571","0","0","0.0018450475086970483","33.64177908501648","32.88549412123288","54.68849532260552","12.595062847427442"
"2018/9/28","29.19957714","0","0","0.0018369432468814998","29.338128469258034","32.88549412123288","50.38484470684707","8.291412231669"
"2018/9/29","5.18315","0","0","0.00183741041829676","5.24920555546307","32.88549412123288","26.295921793052106","-15.797510682125964"
"2018/9/30","5.324905714","0","0","0.006227622981580709","5.423037895711822","32.88549412123288","26.469754133300857","-15.623678341877213"
"2018/10/1","31.34386429","0","0","0.03358334422539785","32.77886766983562","32.88549412123288","53.82558390742465","11.732151432246589"
"2018/10/2","36.18100429","0","0","0.0012170237510974993","36.010225288667634","32.88549412123288","57.056941526256665","14.963509051078603"
"2018/10/3","34.49893429","0","0","0.0033923083267113894","34.132119575718406","32.88549412123288","55.178835813307444","13.085403338129368"
"2018/10/4","34.18594143","0","0","0.0025525425412677573","33.92351402515667","31.79060841123288","54.269503408345706","13.577524641967635"
"2018/10/5","29.96867143","0","0","0.0034688349573370335","29.839128490618577","31.79060841123288","50.18511787380761","9.493139107429542"
"2018/10/6","5.240491429","0","0","0.0035988797847207117","5.8479123464457725","31.79060841123288","26.19390172963481","-14.498077036743263"
"2018/10/7","5.304298571","0","0","0.005006190104539264","6.123197930600639","31.79060841123288","26.469187313789675","-14.222791452588396"
"2018/10/8","37.94839429","0","0","0.014104296576972267","36.97852706919866","31.69423483623288","57.26283736438769","16.694216774009632"
"2018/10/9","36.3811","0","0","0.005096105845346365","36.86691946754122","31.69423483623288","57.15122976273025","16.582609172352193"
"2018/10/10","35.76107429","0","0","0.012154009706755713","34.522707517756444","31.69423483623288","54.807017812945475","14.238397222567414"
"2018/10/11","35.28894143","0","0","0.013175297993503414","34.757061522792156","31.69423483623288","55.04137181798119","14.472751227603126"
